,Job_Id,Experience,Qualifications,Salary_Range,location,Country,latitude,longitude,Work_Type,Company_Size,Job_Posting_Date,Preference,Contact_Person,Contact,Job_Title,Role,Job_Portal,Job_Description,Benefits,skills,Responsibilities,Company,Company_Profile
1166096,1308555092836649,3 to 14 Years,B.Tech,$59K-$100K,Tarawa,Kiribati,-3.3704,-168.734,Full-Time,129909,2023-01-07,Male,Annette Randolph,001-424-979-4645x068,Database Administrator,Database Security Specialist,Snagajob,A Database Security Specialist focuses on protecting databases from unauthorized access and data breaches. They implement security measures and ensure compliance with regulations.,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Database security measures Data encryption and access control Security compliance Vulnerability assessment Database auditing and monitoring,Implement and maintain security measures to protect databases from unauthorized access and cyber threats. Monitor and audit database activity. Ensure compliance with data protection regulations.,BYD Company,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.byd.com/"",""Ticker"":""1211.HK"",""CEO"":""Wang Chuanfu""}"
1169580,788072672390858,5 to 12 Years,B.Tech,$58K-$101K,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Full-Time,101328,2022-12-22,Male,Allison Strong,+1-306-629-7452,Digital Marketing Specialist,Social Media Manager,USAJOBS,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Kimberly-Clark,"{""Sector"":""Consumer Goods"",""Industry"":""Household and Personal Products"",""City"":""Irving"",""State"":""Texas"",""Zip"":""75038"",""Website"":""www.kimberly-clark.com"",""Ticker"":""KMB"",""CEO"":""Mike Hsu""}"
1204972,1336767302212014,0 to 10 Years,B.Tech,$58K-$120K,Saint John's,Antigua and Barbuda,17.0608,-61.7964,Full-Time,82081,2023-01-21,Male,Amanda Stout,(888)895-2770x636,Database Developer,SQL Database Developer,CareerBuilder,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,"Design, develop, and maintain SQL databases, ensuring data integrity and performance. Write complex SQL queries and stored procedures. Troubleshoot database issues and optimize queries.",Nike,"{""Sector"":""Apparel and Footwear"",""Industry"":""Apparel"",""City"":""Beaverton"",""State"":""Oregon"",""Zip"":""97005"",""Website"":""www.nike.com"",""Ticker"":""NKE"",""CEO"":""John Donahoe""}"
1208370,115413210405400,1 to 14 Years,B.Tech,$59K-$112K,Bratislava,Slovak Republic,48.669,19.699,Full-Time,88039,2023-04-19,Male,Aaron Smith,(701)225-4830,Data Analyst,Data Scientist,Stack Overflow Jobs,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Fifth Third Bancorp,"{""Sector"":""Banking"",""Industry"":""Commercial Banks"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45263"",""Website"":""www.53.com"",""Ticker"":""FITB"",""CEO"":""Tim Spence""}"
1209931,1315324717108996,5 to 8 Years,B.Tech,$60K-$99K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Full-Time,116485,2022-04-26,Male,Amber Torres,392.786.8408x476,Dental Hygienist,Periodontal Therapist,SimplyHired,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education,Specialize in the treatment of gum diseases and periodontal conditions. Perform deep cleanings and scaling procedures. Monitor and assess periodontal health.,Fortune Brands Innovations,"{""Sector"":""Manufacturing"",""Industry"":""Building Materials, Glass"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.fbin.com"",""Ticker"":""FBIN"",""CEO"":""Nicholas Fink""}"
1212631,2604210918694588,0 to 13 Years,PhD,$64K-$87K,Nuku?alofa,Tonga,-21.1789,-175.1982,Full-Time,104149,2021-10-20,Male,Ann Smith,001-931-942-3357,Digital Marketing Specialist,Social Media Manager,SimplyHired,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",United Services Automobile Assn.,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""San Antonio"",""State"":""Texas"",""Zip"":""78288"",""Website"":""www.usaa.com"",""Ticker"":"""",""CEO"":""Wayne Peacock""}"
1217947,817057985442129,4 to 11 Years,M.Tech,$55K-$112K,Marigot,St. Martin (French part),18.0708,-63.0501,Full-Time,95835,2023-01-29,Male,Andrew Young,639-378-9891x14274,Data Analyst,Business Intelligence Analyst,Internships.com,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data.,W.R. Berkley,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""Greenwich"",""State"":""Connecticut"",""Zip"":""6830"",""Website"":""www.berkley.com"",""Ticker"":""WRB"",""CEO"":""Robert Berkley""}"
1223832,1811559995374739,0 to 8 Years,M.Tech,$61K-$105K,Amman,Jordan,30.5852,36.2384,Full-Time,86526,2021-11-08,Male,Audrey Garcia,+1-866-855-3176x7011,Dental Hygienist,Dental Hygiene Educator,SimplyHired,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,Educate patients on oral hygiene practices and preventive care. Provide oral health instruction and advice. Develop and deliver educational programs.,Reliance Steel & Aluminum,"{""Sector"":""Metals"",""Industry"":""Metals"",""City"":""Scottsdale"",""State"":""Arizona"",""Zip"":""85254"",""Website"":""www.rsac.com"",""Ticker"":""RS"",""CEO"":""Karla R. Lewis""}"
1224512,1546204587708769,5 to 13 Years,B.Tech,$60K-$101K,Apia,Samoa,-13.759,-172.1046,Full-Time,96607,2023-01-30,Male,Adam Butler,452.412.1854x85604,Data Entry Clerk,Administrative Assistant,Jobs2Careers,"An Administrative Assistant provides administrative support to the organization, including scheduling, document management, and assisting in day-to-day operations.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Office management Administrative tasks Communication and organization,"Provide administrative support, such as managing documents and organizing files. Assist with office tasks and coordinate schedules. Handle phone calls and correspondence.",Charles Schwab,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""Westlake"",""State"":""Texas"",""Zip"":""76262"",""Website"":""www.aboutschwab.com"",""Ticker"":""SCHW"",""CEO"":""Walter W. Bettinger""}"
1249209,1677720778060247,4 to 12 Years,M.Tech,$58K-$100K,Victoria,Seychelles,-4.6796,55.492,Full-Time,131576,2022-08-11,Male,Anna Acosta,(369)839-7440,Digital Marketing Specialist,SEO Specialist,FlexJobs,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Deutsche Bahn AG,"{""Sector"":""Transportation"",""Industry"":""Transportation"",""City"":""Berlin"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.deutschebahn.com"",""Ticker"":""N/A"",""CEO"":""Richard Lutz""}"
1305323,467854695436014,3 to 14 Years,PhD,$56K-$107K,Oranjestad,Aruba,12.5211,-69.9683,Full-Time,89697,2022-08-31,Male,Abigail Moreno,+1-411-752-4635x96043,Data Entry Clerk,Record Keeper,USAJOBS,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Records management Data entry and retrieval Attention to detail,"Maintain records, files, and documentation in an organized manner. Ensure compliance with record-keeping policies and regulations. Retrieve and update records as needed.",PVH,"{""Sector"":""Apparel"",""Industry"":""Apparel"",""City"":""New York"",""State"":""New York"",""Zip"":""10017"",""Website"":""www.pvh.com"",""Ticker"":""PVH"",""CEO"":""Stefan Larsson""}"
1348464,2362783274727194,0 to 10 Years,B.Tech,$57K-$123K,Dublin,Ireland,53.1424,-7.6921,Full-Time,82807,2023-02-18,Male,Anthony Johnston,485-858-0732,Data Engineer,Data Architect,Glassdoor,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,General Dynamics,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Reston"",""State"":""Virginia"",""Zip"":""20190"",""Website"":""www.gd.com"",""Ticker"":""GD"",""CEO"":""Phebe N. Novakovic""}"
1357055,2151027517931361,0 to 15 Years,B.Tech,$59K-$125K,Philipsburg,Sint Maarten (Dutch part),18.0425,-63.0548,Full-Time,125999,2023-01-11,Male,Alexis Villa,001-360-373-1975x5340,Data Analyst,Data Scientist,USAJOBS,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Hilton Worldwide Holdings,"{""Sector"":""Hospitality"",""Industry"":""Hotels, Casinos, Resorts"",""City"":""McLean"",""State"":""Virginia"",""Zip"":""22102"",""Website"":""www.hilton.com"",""Ticker"":""HLT"",""CEO"":""Christopher J. Nassetta""}"
1402653,92146301243731,1 to 8 Years,B.Tech,$61K-$93K,Cairo,Egypt,26.8206,30.8025,Full-Time,133798,2022-08-11,Male,Andrew Dunn,611.755.3179x20281,Data Scientist,Data Engineer,The Muse,"Data Engineers design and maintain data pipelines, ensuring data availability and quality for analysis and reporting purposes.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Data integration ETL (Extract, Transform, Load) Big data technologies (e.g., Hadoop, Spark) Database management Data warehousing","Design, build, and maintain data pipelines and ETL (Extract, Transform, Load) processes. Ensure data accessibility and availability for analytics and reporting. Collaborate with data scientists and analysts.",Sherwin-Williams,"{""Sector"":""Retail"",""Industry"":""Chemicals"",""City"":""Cleveland"",""State"":""Ohio"",""Zip"":""44115"",""Website"":""www.sherwin.com"",""Ticker"":""SHW"",""CEO"":""""}"
1437238,2622340344190222,1 to 10 Years,B.Tech,$60K-$129K,Ottawa,Canada,56.1304,-106.3468,Full-Time,115124,2022-05-24,Male,Amanda James,897.870.3338x0074,Data Scientist,Machine Learning Engineer,Jobs2Careers,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Develop machine learning models and algorithms for data analysis and prediction. Preprocess and clean data for model training. Evaluate model performance and fine-tune parameters.,APA,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77056"",""Website"":""www.apacorp.com"",""Ticker"":""APA"",""CEO"":""John J. Christmann Iv""}"
1452775,95133454433691,0 to 15 Years,B.Tech,$62K-$121K,Bangkok,Thailand,15.87,100.9925,Full-Time,88326,2021-09-19,Male,Angelica Martin,4392901121,Data Engineer,Big Data Engineer,Stack Overflow Jobs,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",Devon Energy,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Oklahoma City"",""State"":""Oklahoma"",""Zip"":""73102"",""Website"":""www.devonenergy.com"",""Ticker"":""DVN"",""CEO"":""Richard E. Muncrief""}"
1456925,1083282404659808,4 to 10 Years,B.Tech,$64K-$96K,Caracas,"Venezuela, RB",6.4238,-66.5897,Full-Time,105136,2023-01-04,Male,Arthur Strong,(241)341-8498,Dental Hygienist,Periodontal Therapist,FlexJobs,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education,Specialize in the treatment of gum diseases and periodontal conditions. Perform deep cleanings and scaling procedures. Monitor and assess periodontal health.,Occidental Petroleum,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77046"",""Website"":""www.oxy.com"",""Ticker"":""OXY"",""CEO"":""Vicki Hollub""}"
1459768,2804202442887401,4 to 15 Years,PhD,$64K-$111K,Khartoum,Sudan,12.8628,30.2176,Full-Time,122598,2021-10-28,Male,Austin Brown,001-768-383-9502,Database Developer,SQL Database Developer,SimplyHired,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,"Design, develop, and maintain SQL databases, ensuring data integrity and performance. Write complex SQL queries and stored procedures. Troubleshoot database issues and optimize queries.",Parker-Hannifin,"{""Sector"":""Motion & Control"",""Industry"":""Industrial Machinery"",""City"":""Cleveland"",""State"":""Ohio"",""Zip"":""44124"",""Website"":""www.parker.com"",""Ticker"":""PH"",""CEO"":""Jennifer A. Parmentier""}"
1509075,889983285919941,2 to 12 Years,PhD,$63K-$102K,Andorra la Vella,Andorra,42.5063,1.5218,Full-Time,114038,2022-01-28,Male,Anthony Williams,001-588-429-6830x9868,Digital Marketing Specialist,Email Marketing Specialist,Dice,"Email Marketing Specialists design and execute email marketing campaigns. They create email content, segment email lists, and analyze campaign performance to achieve marketing goals and engage subscribers.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Email marketing platforms (e.g., Mailchimp, Constant Contact) Email campaign creation and segmentation A/B testing and optimization Email deliverability and compliance Metrics tracking and analysis","Plan and execute email marketing campaigns, including creating email content and designs. Segment email lists and analyze email performance metrics. A/B test email campaigns for optimization.",Ally Financial,"{""Sector"":""Financial Services"",""Industry"":""Diversified Financials"",""City"":""Detroit"",""State"":""Michigan"",""Zip"":""48226"",""Website"":""www.ally.com"",""Ticker"":""ALLY"",""CEO"":""Jeffrey J. Brown""}"
1531141,1695676086714235,5 to 9 Years,PhD,$63K-$90K,Vaduz,Liechtenstein,47.166,9.5554,Full-Time,128069,2022-01-08,Male,Ashley Weaver,(472)963-2440x0126,Dental Hygienist,Dental Hygiene Educator,Monster,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,Educate patients on oral hygiene practices and preventive care. Provide oral health instruction and advice. Develop and deliver educational programs.,Huntington Bancshares,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""Columbus"",""State"":""Ohio"",""Zip"":""43287"",""Website"":""www.huntington.com"",""Ticker"":""HBAN"",""CEO"":""Stephen D. Steinour""}"
1569663,2698342514784736,2 to 10 Years,PhD,$61K-$97K,Athens,Greece,39.0742,21.8243,Full-Time,108488,2022-03-30,Male,Alex Rocha,(362)469-2844,Dental Hygienist,Dental Hygiene Educator,Stack Overflow Jobs,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,Educate patients on oral hygiene practices and preventive care. Provide oral health instruction and advice. Develop and deliver educational programs.,China National Chemical Corporation (ChemChina),"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.chemchina.com/"",""Ticker"":""N/A"",""CEO"":""Ning Gaoning""}"
1594374,3022507530581122,5 to 11 Years,B.Tech,$60K-$82K,Monaco,Monaco,43.7384,7.4246,Full-Time,81153,2022-02-11,Male,Andrew Jackson,947.666.5079x9804,Digital Marketing Specialist,Social Media Manager,Monster,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.",Weir Group,"{""Sector"":""Engineering"",""Industry"":""Engineering/Industrial Equipment"",""City"":""Glasgow"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.global.weir"",""Ticker"":""WEIR.L"",""CEO"":""Jon Stanton""}"
1596247,1516817021964477,3 to 12 Years,PhD,$59K-$114K,Ankara,Turkey,38.9637,35.2433,Full-Time,114439,2022-09-19,Male,Alexandra Patterson,001-795-353-8705x90889,Dental Hygienist,Dental Public Health Hygienist,FlexJobs,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,"Focus on community oral health, conducting screenings and preventive dental programs. Promote oral health initiatives and awareness. Collaborate with public health agencies.",ManpowerGroup,"{""Sector"":""Staffing"",""Industry"":""Temporary Help"",""City"":""Milwaukee"",""State"":""Wisconsin"",""Zip"":""53212"",""Website"":""www.manpowergroup.com"",""Ticker"":""MAN"",""CEO"":""Jonas Prising""}"
1596591,2140153937541523,3 to 10 Years,PhD,$57K-$108K,Khartoum,Sudan,12.8628,30.2176,Full-Time,82206,2021-10-21,Male,Ann Ramirez,+1-332-923-0208,Data Engineer,ETL Developer,Internships.com,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages","Extract, transform, and load (ETL) data from various sources into data warehouses. Create ETL workflows and data pipelines. Perform data validation and quality checks.",Croda International,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Snaith"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.croda.com"",""Ticker"":""CRDA.L"",""CEO"":""Steve Foots""}"
